SAP_Table,BQ_Table,SAP_Field,Key_Field,SAP_Type,Length,Type_Kind,Ext_Element,Temp_Field,Values,Ext_Field_Name,Field_Description
acdoca,universal_journal_item,BZDAT,,DATS,8,D,DATUM,asset_val_date,@GO@,asset_val_date,Asset Value Date
acdoca,universal_journal_item,ANBWA,,CHAR,3,C,STRING,ast_transaction_type,@GO@,ast_transaction_type,Asset Transaction Type
acdoca,universal_journal_item,MOVCAT,,CHAR,2,C,STRING,trans_type_cat,,trans_type_cat,Transaction Type Category
acdoca,universal_journal_item,DEPR_PERIOD,,NUMC,3,N,STRING,deprec_period,,deprec_period,Posting Period of Depreciation
acdoca,universal_journal_item,ANLGR,,CHAR,12,C,STRING,group_asset,,group_asset,Group Asset
acdoca,universal_journal_item,ANLGR2,,CHAR,4,C,STRING,subnumber,,subnumber,Subnumber of Group Asset
acdoca,universal_journal_item,SETTLEMENT_RULE,,NUMC,3,N,STRING,distr_rule_grp,,distr_rule_grp,Distribution Rule Group
acdoca,universal_journal_item,ANLKL,,CHAR,8,C,STRING,asset_class,,asset_class,Asset Class
acdoca,universal_journal_item,KTOGR,,CHAR,8,C,STRING,account_determ,,account_determ,Account Determination
acdoca,universal_journal_item,PANL1,,CHAR,12,C,STRING,partner_asset,,partner_asset,Main number partner asset (intercompany transfer)
acdoca,universal_journal_item,PANL2,,CHAR,4,C,STRING,partner_sub_no,,partner_sub_no,Partner asset subnumber (intercompany transfer)
acdoca,universal_journal_item,UBZDT_PN,,DATS,8,D,DATUM,orig_val_dat,,orig_val_dat,Original Value Date of Transaction
acdoca,universal_journal_item,XVABG_PN,,CHAR,1,C,STRING,compl_retiremnt,@GO@,compl_retiremnt,Indicator: Post Complete Retirement
acdoca,universal_journal_item,PROZS_PN,,DEC,5,P,BAPICUREXT,percentage_rate,@GO@,percentage_rate,Asset retirement: Percentage rate
acdoca,universal_journal_item,XMANPROPVAL_PN,,CHAR,1,C,STRING,man_proport_values,,man_proport_values,Indicator Proportional Values Entered Manually
acdoca,universal_journal_item,KALNR,,NUMC,12,N,STRING,cost_estimateno,@GO@,cost_estimateno,Cost Estimate Number for Cost Est. w/o Qty Structure
acdoca,universal_journal_item,VPRSV,,CHAR,1,C,STRING,price_control,@GO@,price_control,Price control indicator
acdoca,universal_journal_item,MLAST,,CHAR,1,C,STRING,price_determ,,price_determ,Material Price Determination: Control
acdoca,universal_journal_item,KZBWS,,CHAR,1,C,STRING,valuation,@GO@,valuation,Valuation of Special Stock
acdoca,universal_journal_item,XOBEW,,CHAR,1,C,STRING,vendor_stk_val,@GO@,vendor_stk_val,Vendor Stock Valuation Indicator
acdoca,universal_journal_item,SOBKZ,,CHAR,1,C,STRING,special_stock,@GO@,special_stock,Special Stock Indicator
acdoca,universal_journal_item,VTSTAMP,,DEC,21,P,BAPICUREXT,valu_timestamp,,valu_timestamp,Valuation Time Stamp
acdoca,universal_journal_item,MAT_KDAUF,,CHAR,10,C,STRING,sd_doc_of_inv,@GO@,sd_doc_of_inv,Sales Document Number of Valuated Special Inventory
acdoca,universal_journal_item,MAT_KDPOS,,NUMC,6,N,STRING,sd_item_of_inv,@GO@,sd_item_of_inv,Sales Document Item Number of Valuated Special Inventory
acdoca,universal_journal_item,MAT_PSPNR,,NUMC,8,N,STRING,wbselem_of_inv,@GO@,wbselem_of_inv,WBS Element (internal) of Valuated Special Inventory
acdoca,universal_journal_item,MAT_PS_POSID,,CHAR,24,C,STRING,wbselem_of_inv_1,,wbselem_of_inv_1,WBS Element (external) of Valuated Special Inventory
acdoca,universal_journal_item,MAT_LIFNR,,CHAR,10,C,STRING,vendor_of_inv,,vendor_of_inv,Supplier of Valuated Special Inventory
acdoca,universal_journal_item,BWTAR,,CHAR,10,C,STRING,valuation_type,@GO@,valuation_type,Valuation Type
acdoca,universal_journal_item,BWKEY,,CHAR,4,C,STRING,valuation_area,@GO@,valuation_area,Valuation area
acdoca,universal_journal_item,HPEINH,,DEC,5,P,BAPICUREXT,price_unit_lc,,price_unit_lc,Price Unit in Local Currency
acdoca,universal_journal_item,KPEINH,,DEC,5,P,BAPICUREXT,price_unit_gc,,price_unit_gc,Price Unit in Group Currency
acdoca,universal_journal_item,OPEINH,,DEC,5,P,BAPICUREXT,price_unit_ac,,price_unit_ac,Price Unit in Another Currency
acdoca,universal_journal_item,VPEINH,,DEC,5,P,BAPICUREXT,price_unit_4c,,price_unit_4c,Price Unit in Fourth Currency
acdoca,universal_journal_item,MLPTYP,,CHAR,4,C,STRING,orig_proc_cat,,orig_proc_cat,Original Process Category
acdoca,universal_journal_item,MLCATEG,,CHAR,2,C,STRING,category,,category,Category in Material Update Structure
acdoca,universal_journal_item,QSBVALT,,NUMC,12,N,STRING,prcrmntalt_proc,,prcrmntalt_proc,Procurement Alternative/Process
acdoca,universal_journal_item,QSPROCESS,,NUMC,12,N,STRING,prod_proc_no,,prod_proc_no,Production Process
acdoca,universal_journal_item,PERART,,CHAR,2,C,STRING,period_type,,period_type,Type of Period
acdoca,universal_journal_item,MLPOSNR,,NUMC,6,N,STRING,item_1,,item_1,Item in Material Ledger Document
acdoca,universal_journal_item,INV_MOV_CATEG,,CHAR,1,C,STRING,inv_movement_categ,,inv_movement_categ,Balance Sheet Valuation: Inventory Movement Category
acdoca,universal_journal_item,BUKRS_SENDER,,CHAR,4,C,STRING,sender_cocode,,sender_cocode,Company Code in Sender System
acdoca,universal_journal_item,RACCT_SENDER,,CHAR,10,C,STRING,sender_gl_account,,sender_gl_account,General Ledger Account in Sender System
acdoca,universal_journal_item,ACCAS_SENDER,,CHAR,30,C,STRING,sender_acct_assgmt,,sender_acct_assgmt,Account Assignment in Sender System
acdoca,universal_journal_item,ACCASTY_SENDER,,CHAR,2,C,STRING,sndr_acctassgmt_type,,sndr_acctassgmt_type,Account Assignment Type in Sender System
acdoca,universal_journal_item,OBJNR,,CHAR,22,C,STRING,object_number,@GO@,object_number,Object number
acdoca,universal_journal_item,HRKFT,,CHAR,14,C,STRING,co_subkey,@GO@,co_subkey,CO key subnumber
acdoca,universal_journal_item,HKGRP,,CHAR,4,C,STRING,origin_group,,origin_group,Origin Group as Subdivision of Cost Element
acdoca,universal_journal_item,PAROB1,,CHAR,22,C,STRING,partner_object,,partner_object,Partner object (always filled)
acdoca,universal_journal_item,PAROBSRC,,CHAR,1,C,STRING,parobj_source,,parobj_source,Source of PAROB: PAROB1 or type of partner object
acdoca,universal_journal_item,USPOB,,CHAR,22,C,STRING,source_object,,source_object,Source Object (Cost Center/Activity Type)
acdoca,universal_journal_item,CO_BELKZ,,CHAR,1,C,STRING,dr_cr_ind_co,,dr_cr_ind_co,CO Debit/Credit Indicator
acdoca,universal_journal_item,CO_BEKNZ,,CHAR,1,C,STRING,dr_cr_origin,,dr_cr_origin,Debit/Credit Indicator (Origin)
acdoca,universal_journal_item,BELTP,,NUMC,1,N,STRING,debit_type,,debit_type,Debit Type
acdoca,universal_journal_item,MUVFLG,,NUMC,1,N,STRING,qty_is_incomplete,,qty_is_incomplete,Indicator: Quantity Is Incomplete
acdoca,universal_journal_item,GKONT,,CHAR,10,C,STRING,offsetting_acct,@GO@,offsetting_acct,Offsetting Account Number
acdoca,universal_journal_item,GKOAR,,CHAR,1,C,STRING,offst_acct_type,,offst_acct_type,Offsetting Account Type
acdoca,universal_journal_item,ERLKZ,,CHAR,1,C,STRING,completion_ind,,completion_ind,Completion indicator for line item
acdoca,universal_journal_item,PERNR,,NUMC,8,N,STRING,personnel_no,@GO@,personnel_no,Personnel Number
acdoca,universal_journal_item,PAOBJNR,,NUMC,10,N,STRING,profit_segment,@GO@,profit_segment,Profitability Segment Number (CO-PA)
acdoca,universal_journal_item,XPAOBJNR_CO_REL,,CHAR,1,C,STRING,paobj_is_co_relevant,,paobj_is_co_relevant,Indicator: Profitability segm. relevant for CO compatibility
acdoca,universal_journal_item,SCOPE,,CHAR,2,C,STRING,object_class,,object_class,Object Class
acdoca,universal_journal_item,LOGSYSO,,CHAR,10,C,STRING,logical_system_1,,logical_system_1,Logical System of Object
acdoca,universal_journal_item,PBUKRS,,CHAR,4,C,STRING,partner_cocode,,partner_cocode,Company Code of Partner
acdoca,universal_journal_item,PSCOPE,,CHAR,2,C,STRING,partnerobjclass,,partnerobjclass,Partner object class
acdoca,universal_journal_item,LOGSYSP,,CHAR,10,C,STRING,logical_system_2,,logical_system_2,Logical system of partner object
acdoca,universal_journal_item,BWSTRAT,,CHAR,1,C,STRING,val_strategy,,val_strategy,Strategy for Determining an Allocation Price
acdoca,universal_journal_item,OBJNR_HK,,CHAR,22,C,STRING,origin_object_1,,origin_object_1,Object Number of Origin Object
acdoca,universal_journal_item,AUFNR_ORG,,CHAR,12,C,STRING,origin_order,,origin_order,Origin Order Number
acdoca,universal_journal_item,UKOSTL,,CHAR,10,C,STRING,origcctr,,origcctr,Origin cost center
acdoca,universal_journal_item,ULSTAR,,CHAR,6,C,STRING,origact,,origact,Origin activity
acdoca,universal_journal_item,UPRZNR,,CHAR,12,C,STRING,sce_bproc,,sce_bproc,Source: Business Process
acdoca,universal_journal_item,UPRCTR,,CHAR,10,C,STRING,origin_profit_center,,origin_profit_center,Origin Profit Center
acdoca,universal_journal_item,ACCAS,,CHAR,30,C,STRING,account_assignment,,account_assignment,Account Assignment
acdoca,universal_journal_item,ACCASTY,,CHAR,2,C,STRING,object_type,,object_type,Object Type
acdoca,universal_journal_item,LSTAR,,CHAR,6,C,STRING,activity_type_1,@GO@,activity_type_1,Activity Type
acdoca,universal_journal_item,AUFNR,,CHAR,12,C,STRING,order_number,@GO@,order_number,Order Number
acdoca,universal_journal_item,AUTYP,,NUMC,2,N,STRING,order_category,,order_category,Order category
acdoca,universal_journal_item,PS_PSP_PNR,,NUMC,8,N,STRING,wbs_element,@GO@,wbs_element,Work Breakdown Structure Element (WBS Element)
acdoca,universal_journal_item,PS_POSID,,CHAR,24,C,STRING,wbs_element_1,,wbs_element_1,Work Breakdown Structure Element (WBS Element)
acdoca,universal_journal_item,PS_PRJ_PNR,,NUMC,8,N,STRING,project_def,,project_def,Project (internal)
acdoca,universal_journal_item,PS_PSPID,,CHAR,24,C,STRING,project_def_1,,project_def_1,Project definition
acdoca,universal_journal_item,NPLNR,,CHAR,12,C,STRING,network,@GO@,network,Network Number for Account Assignment
acdoca,universal_journal_item,NPLNR_VORGN,,CHAR,4,C,STRING,netwk_activity,,netwk_activity,Network activity
acdoca,universal_journal_item,PRZNR,,CHAR,12,C,STRING,business_proc,@GO@,business_proc,Business Process
acdoca,universal_journal_item,KSTRG,,CHAR,12,C,STRING,cost_object,@GO@,cost_object,Cost Object
acdoca,universal_journal_item,BEMOT,,CHAR,2,C,STRING,acctindicator,@GO@,acctindicator,Accounting Indicator
acdoca,universal_journal_item,RSRCE,,CHAR,10,C,STRING,resource,,resource,Resource
acdoca,universal_journal_item,QMNUM,,CHAR,12,C,STRING,notification,@GO@,notification,Notification Number
acdoca,universal_journal_item,SERVICE_DOC_TYPE,,CHAR,4,C,STRING,service_doc_type,@GO@,service_doc_type,Service Document Type
acdoca,universal_journal_item,SERVICE_DOC_ID,,CHAR,10,C,STRING,service_document,@GO@,service_document,Service Document ID
acdoca,universal_journal_item,SERVICE_DOC_ITEM_ID,,NUMC,6,N,STRING,service_doc_item,@GO@,service_doc_item,Service Document Item ID
acdoca,universal_journal_item,SERVICE_CONTRACT_TYPE,,CHAR,4,C,STRING,serv_contract_type,,serv_contract_type,Service Contract Type
acdoca,universal_journal_item,SERVICE_CONTRACT_ID,,CHAR,10,C,STRING,service_contract,,service_contract,Service Contract ID
acdoca,universal_journal_item,SERVICE_CONTRACT_ITEM_ID,,NUMC,6,N,STRING,srv_contract_item,,srv_contract_item,Service Contract Item ID
acdoca,universal_journal_item,ERKRS,,CHAR,4,C,STRING,operating_concern,,operating_concern,Operating concern
acdoca,universal_journal_item,PACCAS,,CHAR,30,C,STRING,part_acct_assgmt,,part_acct_assgmt,Partner Account Assignment
acdoca,universal_journal_item,PACCASTY,,CHAR,2,C,STRING,prt_object_type,,prt_object_type,Partner Object Type
acdoca,universal_journal_item,PLSTAR,,CHAR,6,C,STRING,paractvy,,paractvy,Partner activity
acdoca,universal_journal_item,PAUFNR,,CHAR,12,C,STRING,partner_order,,partner_order,Partner order number
acdoca,universal_journal_item,PAUTYP,,NUMC,2,N,STRING,prtnr_ord_cat,,prtnr_ord_cat,Partner Order Category
acdoca,universal_journal_item,PPS_PSP_PNR,,NUMC,8,N,STRING,partner_wbs_element,,partner_wbs_element,Partner Work Breakdown Structure Element (internal ID)
acdoca,universal_journal_item,PPS_POSID,,CHAR,24,C,STRING,partner_wbs_element_1,,partner_wbs_element_1,Partner Work Breakdown Structure Element
acdoca,universal_journal_item,PPS_PRJ_PNR,,NUMC,8,N,STRING,partner_project_def,,partner_project_def,Partner Project (internal ID)
acdoca,universal_journal_item,PPS_PSPID,,CHAR,24,C,STRING,part_proj_def,,part_proj_def,Partner Project
acdoca,universal_journal_item,PKDAUF,,CHAR,10,C,STRING,partner_salord,,partner_salord,Number of Partner Sales Order
acdoca,universal_journal_item,PKDPOS,,NUMC,6,N,STRING,part_slsord_item,,part_slsord_item,Partner Sales Order Item
acdoca,universal_journal_item,PPAOBJNR,,NUMC,10,N,STRING,partnerprf_seg,,partnerprf_seg,Partner profitability segment number (CO-PA)
acdoca,universal_journal_item,PNPLNR,,CHAR,12,C,STRING,part_proj_network,,part_proj_network,Partner Project Network
acdoca,universal_journal_item,PNPLNR_VORGN,,CHAR,4,C,STRING,part_proj_ntwk_acty,,part_proj_ntwk_acty,Partner Project Network Activity
acdoca,universal_journal_item,PPRZNR,,CHAR,12,C,STRING,part_bus_process,,part_bus_process,Partner Business Process
acdoca,universal_journal_item,PKSTRG,,CHAR,12,C,STRING,partner_cost_object,,partner_cost_object,Partner Cost Object
acdoca,universal_journal_item,PSERVICE_DOC_TYPE,,CHAR,4,C,STRING,par_service_doctype,,par_service_doctype,Partner Service Document Type
acdoca,universal_journal_item,PSERVICE_DOC_ID,,CHAR,10,C,STRING,partner_service_doc,,partner_service_doc,Partner Service Document ID
acdoca,universal_journal_item,PSERVICE_DOC_ITEM_ID,,NUMC,6,N,STRING,par_service_docitem,,par_service_docitem,Partner Service Document Item ID
acdoca,universal_journal_item,CO_ACCASTY_N1,,CHAR,2,C,STRING,stat_acctass_type_1,,stat_acctass_type_1,Type of first statistical account assignment
acdoca,universal_journal_item,CO_ACCASTY_N2,,CHAR,2,C,STRING,stat_acctass_type_2,,stat_acctass_type_2,Type of second statistical account assignment
acdoca,universal_journal_item,CO_ACCASTY_N3,,CHAR,2,C,STRING,stat_acctass_type_3,,stat_acctass_type_3,Type of third statistical account assignment
acdoca,universal_journal_item,CO_ZLENR,,NUMC,3,N,STRING,item_2,,item_2,Document Item Number
acdoca,universal_journal_item,CO_BELNR,,CHAR,10,C,STRING,document_number_1,,document_number_1,Document Number
acdoca,universal_journal_item,CO_BUZEI,,NUMC,3,N,STRING,posting_row,,posting_row,Posting Row
acdoca,universal_journal_item,CO_BUZEI1,,NUMC,3,N,STRING,co_postingrow_1,,co_postingrow_1,Posting row of CO item in first additional valuation
acdoca,universal_journal_item,CO_BUZEI2,,NUMC,3,N,STRING,co_postingrow_2,,co_postingrow_2,Posting row of CO item in second additional valuation
acdoca,universal_journal_item,CO_BUZEI5,,NUMC,3,N,STRING,co_postingrow_5,,co_postingrow_5,Posting row of CO item in valuation view 5
acdoca,universal_journal_item,CO_BUZEI6,,NUMC,3,N,STRING,co_postingrow_6,,co_postingrow_6,Posting row of CO item in valuation view 6
acdoca,universal_journal_item,CO_BUZEI7,,NUMC,3,N,STRING,co_postingrow_7,,co_postingrow_7,Posting row of CO item in valuation view 7
acdoca,universal_journal_item,CO_REFBZ,,NUMC,3,N,STRING,posting_row_1,,posting_row_1,Posting Row of Reference Document
acdoca,universal_journal_item,CO_REFBZ1,,NUMC,3,N,STRING,refpostrow_1,,refpostrow_1,Posting row of reference document in first addl valuation
acdoca,universal_journal_item,CO_REFBZ2,,NUMC,3,N,STRING,refpostrow_2,,refpostrow_2,Posting row of reference document in second addl valuation
acdoca,universal_journal_item,CO_REFBZ5,,NUMC,3,N,STRING,refpostrow_5,,refpostrow_5,Posting row of reference document in valuation view 5
acdoca,universal_journal_item,CO_REFBZ6,,NUMC,3,N,STRING,refpostrow_6,,refpostrow_6,Posting row of reference document in valuation view 6
acdoca,universal_journal_item,CO_REFBZ7,,NUMC,3,N,STRING,refpostrow_7,,refpostrow_7,Posting row of reference document in valuation view 7
acdoca,universal_journal_item,OVERTIMECAT,,CHAR,4,C,STRING,overtime_category,,overtime_category,Overtime Category
acdoca,universal_journal_item,WORK_ITEM_ID,,CHAR,10,C,STRING,work_item_id,@GO@,work_item_id,Work Item ID
acdoca,universal_journal_item,ARBID,,NUMC,8,N,STRING,object_id,,object_id,Object ID of the resource
acdoca,universal_journal_item,VORNR,,CHAR,4,C,STRING,activity,,activity,Operation/Activity Number
acdoca,universal_journal_item,AUFPS,,NUMC,4,N,STRING,order_item_no,@GO@,order_item_no,Order item number
acdoca,universal_journal_item,UVORN,,CHAR,4,C,STRING,suboperation,,suboperation,Suboperation
acdoca,universal_journal_item,EQUNR,,CHAR,18,C,STRING,equipment,@GO@,equipment,Equipment Number
acdoca,universal_journal_item,TPLNR,,CHAR,30,C,STRING,functional_loc,,functional_loc,Functional Location
acdoca,universal_journal_item,ISTRU,,CHAR,40,C,STRING,assembly,,assembly,Assembly
acdoca,universal_journal_item,ILART,,CHAR,3,C,STRING,maintactivtype,,maintactivtype,Maintenance activity type
acdoca,universal_journal_item,PLKNZ,,CHAR,1,C,STRING,orderplanind,,orderplanind,Maintenance order planning indicator
acdoca,universal_journal_item,ARTPR,,CHAR,2,C,STRING,prioritytype,,prioritytype,Priority Type
acdoca,universal_journal_item,PRIOK,,CHAR,1,C,STRING,priority,,priority,Priority
acdoca,universal_journal_item,MAUFNR,,CHAR,12,C,STRING,superior_order,,superior_order,Number of Superior Order
acdoca,universal_journal_item,MATKL_MM,,CHAR,9,C,STRING,material_group,,material_group,Material Group
acdoca,universal_journal_item,PLANNED_PARTS_WORK,,CHAR,1,C,STRING,planned_parts_work,,planned_parts_work,Planned Parts/Work
acdoca,universal_journal_item,FKART,,CHAR,4,C,STRING,billing_type,,billing_type,Billing Type
acdoca,universal_journal_item,VKORG,,CHAR,4,C,STRING,sales_org,@GO@,sales_org,Sales Organization
acdoca,universal_journal_item,VTWEG,,CHAR,2,C,STRING,distr_channel,@GO@,distr_channel,Distribution Channel
acdoca,universal_journal_item,SPART,,CHAR,2,C,STRING,division,@GO@,division,Division
acdoca,universal_journal_item,MATNR_COPA,,CHAR,40,C,STRING,product_sold,,product_sold,Product Sold
acdoca,universal_journal_item,MATKL,,CHAR,9,C,STRING,product_sold_group,@GO@,product_sold_group,Product Sold Group
acdoca,universal_journal_item,KDGRP,,CHAR,2,C,STRING,customer_group,,customer_group,Customer Group
acdoca,universal_journal_item,LAND1,,CHAR,3,C,STRING,country,@GO@,country,Country Key
acdoca,universal_journal_item,BRSCH,,CHAR,4,C,STRING,industry,,industry,Industry key
acdoca,universal_journal_item,BZIRK,,CHAR,6,C,STRING,sales_district,,sales_district,Sales District
acdoca,universal_journal_item,KUNRE,,CHAR,10,C,STRING,bill_to_party,,bill_to_party,Bill-to party
acdoca,universal_journal_item,KUNWE,,CHAR,10,C,STRING,ship_to_party,,ship_to_party,Ship-to party
acdoca,universal_journal_item,KONZS,,CHAR,10,C,STRING,group_key,,group_key,Group key
acdoca,universal_journal_item,ACDOC_COPA_EEW_DUMMY_PA,,CHAR,1,C,STRING,dummy_function_in_length_1,,dummy_function_in_length_1,Dummy function in length 1
acdoca,universal_journal_item,DUMMY_MRKT_SGMNT_EEW_PS,,CHAR,1,C,STRING,dummy,,dummy,Custom Fields: Dummy for Use in Extension Includes
acdoca,universal_journal_item,RE_BUKRS,,CHAR,4,C,STRING,company_code_1,@GO@,company_code_1,Cash Ledger: Company Code for Expense/Revenue
acdoca,universal_journal_item,RE_ACCOUNT,,CHAR,10,C,STRING,ex_rv_a_c_in_cl,@GO@,ex_rv_a_c_in_cl,Cash Ledger: Expense or Revenue Account
acdoca,universal_journal_item,FIKRS,,CHAR,4,C,STRING,fm_area,@GO@,fm_area,Financial Management Area
